id,content_id,topic_id,confidence
32204,778,SRG,0.25
32205,1929,ESPR,0.06
32206,939,RILYL,0.45
32207,363,RBA,0.14
32208,547,MUC,0.18
32209,934,ITUS,0.7
32210,164,NICE,0.48
32211,1287,BAS,0.09
32212,785,RCII,0.22
32213,605,NM^H,0.98
32214,3,VIIX,0.43
32215,1593,DORM,0.18
32216,1304,ORLY,0.33
32217,1771,GMED,0.31
32218,646,SRUN,0.31
32219,1760,EWBC,0.5
32220,1851,EVOK,0.42
32221,1059,GWRS,1.0
32222,1610,MKTX,0.05
32223,798,EMIF,0.86
32224,1738,LORL,0.92
32225,1052,MBOT,0.66
32226,1572,REXX,0.1
32227,1829,JCI,0.85
32228,1702,CDR,0.11
32229,1340,TISI,0.56
32230,151,MX,0.43
32231,1698,GMED,0.18
32232,643,CNX,0.5
32233,1848,ARRY,0.4
32234,1724,PLYAW,0.26
32235,175,NVG,0.91
32236,715,ENDP,0.89
32237,906,RBA,0.63
32238,1166,NCTY,0.94
32239,416,HLNE,0.4
32240,825,DDR,0.77
32241,1421,MACQW,0.86
32242,1393,ATTO,0.12
32243,1277,VNO^G,0.33
32244,1885,RRR,0.3
32245,1468,DXLG,0.06
32246,178,AFW.CL,0.78
32247,565,DQ,0.09
32248,187,CMRE,0.46
32249,206,GFA,0.08
32250,90,JPM^F,0.37
32251,521,FLOW,0.41
32252,611,MZOR,0.43
32253,1952,NTC,0.12
32254,175,IPCC,0.9
32255,1050,UTF,0.39
32256,1489,SHI,0.74
32257,1700,MPLX,0.42
32258,817,MOMO,0.01
32259,1931,WSTG,0.38
32260,899,CL,0.0
32261,1517,INSG,1.0
32262,610,BANFP,0.61
32263,159,RCII,0.49
32264,120,RCII,0.26
32265,1722,BAM,0.12
32266,968,APOPW,0.67
32267,1449,CRNT,0.12
32268,1695,PLYAW,0.55
32269,1428,GOF,0.23
32270,982,EQGP,0.75
32271,122,URBN,0.3
32272,1668,UTF,0.49
32273,619,PRTO,0.05
32274,9,MACQ,0.3
32275,1264,NOV,0.04
32276,1105,MX,0.11
32277,646,RILYL,0.1
32278,969,SCLN,0.55
32279,434,LJPC,0.77
32280,1313,CLAC,0.37
32281,1018,KMX,0.07
32282,315,INSW,0.11
32283,1065,INSW,0.68
32284,401,EMIF,0.01
32285,1134,HIIQ,0.09
32286,21,TWI,0.3
32287,818,OASM,0.49
32288,244,DFS,0.39
32289,704,RES,0.79
32290,978,VIIX,0.84
32291,528,BLD,0.38
32292,794,SAJA,0.82
32293,102,DQ,0.74
32294,1717,CTV,0.01
32295,1854,MACQW,0.2
32296,87,LDRI,0.02
32297,740,HIMX,0.15
32298,1951,REXX,0.7
32299,1952,BLL,0.44
32300,955,NOVN,0.01
32301,179,DEPO,0.66
32302,1901,EWBC,0.94
32303,1937,BAC^D,0.09
32304,933,DRD,0.32
32305,835,NQ,0.9
32306,1441,GG,0.4
32307,844,TSNU,0.2
32308,1662,AXSM,0.77
32309,732,EROS,0.55
32310,1211,SQZZ,0.67
32311,647,FEMS,0.23
32312,1054,MYCC,0.54
32313,1821,CMCO,0.51
32314,597,PETS,0.93
32315,1407,ICHR,0.34
32316,925,INGR,0.17
32317,632,PBFX,0.71
32318,1767,NUO,0.75
32319,1984,SRCLP,0.46
32320,95,CNMD,0.51
32321,980,MPVD,0.43
32322,1899,QTWO,0.46
32323,746,CNMD,0.21
32324,1109,SPWR,0.05
32325,123,WMGI,0.82
32326,1732,JNCE,0.05
32327,393,RCL,0.38
32328,1327,UNP,0.66
32329,1267,HONE,0.56
32330,1741,INFO,0.49
32331,1925,MMLP,0.14
32332,859,ESPR,0.09
32333,1365,XENE,0.37
32334,1971,FLOW,0.74
32335,1649,EQC,0.95
32336,1674,TWX,0.19
32337,1053,GLNG,0.74
32338,1676,THG,0.41
32339,780,REXX,0.56
32340,216,RCL,0.19
32341,1626,CBM,0.78
32342,766,DYNT,0.96
32343,110,HBP,0.76
32344,192,INFO,0.72
32345,1083,BAC^D,0.48
32346,1699,IPCC,0.24
32347,187,ESBK,0.31
32348,1196,URBN,0.26
32349,916,NEE,0.0
32350,1708,QUAD,0.01
32351,510,BAC^D,0.61
32352,1471,MTL,0.62
32353,1612,MSDI,0.34
32354,411,DORM,0.74
32355,687,PHD,0.78
32356,681,PAVMW,0.66
32357,162,AOI,0.95
32358,1326,NOVN,0.35
32359,1084,ORG,0.77
32360,693,EPR,0.93
32361,754,FPAY,0.78
32362,1036,RCII,0.04
32363,1681,REN           ,0.4
32364,510,UBOH,0.46
32365,1435,LCUT,0.03
32366,1649,GLOB,0.85
32367,1571,GCVRZ,0.35
32368,1463,HAE,0.45
32369,450,MYCC,0.02
32370,1277,AMAG,0.1
32371,566,INSG,0.56
32372,667,FORD,0.05
32373,1609,CLRB,0.68
32374,972,WLB,0.42
32375,1409,GLYC,0.78
32376,834,PNNT,0.99
32377,1060,BAS,0.4
32378,129,TBBK,0.76
32379,667,I,0.93
32380,513,MPO,0.28
32381,1255,AVGO,0.26
32382,816,PRLB,0.66
32383,1168,SRG,0.04
32384,1011,NVG,0.22
32385,1956,LADR,0.28
32386,1196,RRR,0.32
32387,1302,NCTY,0.39
32388,228,ETW,0.51
32389,1354,JPM^F,0.82
32390,994,SHAK,0.28
32391,892,IDE,0.07
32392,1480,MEDP,0.6
32393,676,VEDL,0.09
32394,514,LCUT,0.35
32395,1360,CMRE,0.06
32396,1892,VMW,0.26
32397,936,QTWO,0.7
32398,859,CMCO,0.91
32399,651,APA,0.45
32400,811,HAE,0.91
32401,875,PNNT,0.82
32402,1848,NLST,0.08
32403,480,AGN^A,0.08
32404,1969,CAI,0.78
32405,1615,AMAG,0.98
32406,136,APA,0.67
32407,1613,UNM,0.86
32408,509,DGII,0.12
32409,367,NEE^C,0.9
32410,264,GATX,0.57
32411,755,FNCX,0.18
32412,77,AGN^A,0.13
32413,491,IAC,0.5
32414,332,CHK^D,0.49
32415,993,BV,0.47
32416,1956,SIX,0.9
32417,1276,VSTO,0.36
32418,279,MX,0.81
32419,1851,KEM,0.69
32420,858,NUO,0.91
32421,1880,PSTB,0.89
32422,1066,OEC,0.86
32423,1606,PRTO,0.15
32424,563,FLOW,0.68
32425,1200,HIVE,0.09
32426,1147,AMAG,0.06
32427,1563,CGO,0.18
32428,928,THW,0.61
32429,648,INN,0.09
32430,1094,UZA,0.22
32431,1088,ITCI,0.44
32432,705,CHRW,0.58
32433,686,RADA,0.92
32434,1227,CGO,0.92
32435,97,CL,0.96
32436,87,ICB,0.29
32437,1962,ELVT,0.84
32438,232,SYY,0.9
32439,1938,RARX,0.96
32440,1057,EXAS,0.33
32441,1210,GAB,0.98
32442,1563,MOMO,0.18
32443,1498,PRLB,0.07
32444,149,SHAK,0.89
32445,1962,CEM,0.53
32446,877,JLL,0.11
32447,489,ANIP,0.57
32448,1586,EMIF,0.98
32449,1983,NHI,0.46
32450,223,KED,0.91
32451,1858,MUC,0.83
32452,36,SMED,0.51
32453,1894,EFSC,0.83
32454,412,IDE,0.04
32455,1579,IDSA,0.31
32456,332,LMNR,0.75
32457,1199,AAT,0.21
32458,1486,TBI,0.85
32459,1641,OASM,0.53
32460,1227,TWI,0.4
32461,346,ONVO,0.47
32462,533,KEM,0.61
32463,216,VIIX,0.35
32464,1431,AFW.CL,0.77
32465,1068,FNCX,0.99
32466,509,CALM,0.58
32467,420,WSBC,0.44
32468,1171,PRTO,0.83
32469,356,WSTG,0.02
32470,1134,IFGL,0.79
32471,1303,EXC,0.24
32472,895,UTF,0.9
32473,355,SIG,0.84
32474,744,FBSS,0.89
32475,184,FCB,0.92
32476,1380,AKO.B,0.79
32477,660,BLL,0.95
32478,690,FBR,0.49
32479,981,NYT,0.18
32480,309,SYY,0.47
32481,1813,UONE,0.76
32482,936,FCB,0.9
32483,607,GOF,0.53
32484,1206,SPWH,0.16
32485,5,PBFX,0.2
32486,929,RCII,0.93
32487,411,SHAK,0.38
32488,466,AMAG,0.5
32489,1241,EXC,0.7
32490,945,CAE,0.95
32491,1016,ETW,0.94
32492,1354,IAC,0.3
32493,315,FBSS,0.24
32494,220,LAZ,0.72
32495,1488,LJPC,0.33
32496,471,LADR,0.74
32497,275,SRF,0.42
32498,1552,FPT,0.41
32499,1334,DTK,0.12
32500,1970,MPLX,0.34
32501,1783,GCVRZ,0.08
32502,636,QTEC,0.79
32503,108,RVEN,0.94
32504,618,AUY,0.38
32505,287,WLB,0.29
32506,1806,PPL,0.17
32507,1767,ADC,0.59
32508,1100,NBD,0.77
32509,1348,BKEP,0.17
32510,1373,AGN^A,0.42
32511,547,NEE^C,0.98
32512,1088,MMLP,0.89
32513,1069,JPM^E,0.63
32514,949,MNST,0.21
32515,1594,RAIL,0.27
32516,1192,EMCG,0.65
32517,346,JTA,0.73
32518,993,FIS,0.13
32519,1939,KBWP,0.19
32520,1047,PBB,0.3
32521,504,AFW.CL,0.28
32522,808,EMIF,0.1
32523,1825,BR,0.79
32524,1338,AAT,0.1
32525,1168,PHD,0.02
32526,1952,CYCC,0.43
32527,1672,CSQ,0.78
32528,1221,KBWP,0.42
32529,1384,AVGO,0.74
32530,1360,USB^M,0.93
32531,1633,HEAR,0.25
32532,48,ITUS,1.0
32533,214,PENN,0.53
32534,1049,CYCC,0.82
32535,29,URBN,0.21
32536,1143,NEE^J,0.3
32537,962,NM^H,0.51
32538,82,SHO,0.2
32539,257,PBIB,0.79
32540,444,THG,0.54
32541,1500,JCI,0.42
32542,311,CEM,0.85
32543,1297,AMAG,0.6
32544,820,HPP,0.69
32545,937,ENIC,0.51
32546,1068,BLD,0.13
32547,1212,YRCW,0.23
32548,1415,POWL,0.61
32549,1857,MUC,0.11
32550,584,GATX,0.95
32551,386,MCC,0.61
32552,1954,AUY,0.25
32553,585,YRCW,0.47
32554,171,UTI,0.13
32555,1925,RBA,0.22
32556,1435,DTK,0.79
32557,533,HTF,0.06
32558,445,TISI,0.29
32559,466,NCTY,0.51
32560,1810,VNO^G,0.03
32561,1259,FORM,0.27
32562,560,CYTX,0.61
32563,1021,MX,0.59
32564,626,RBA,0.72
32565,211,REN           ,0.04
32566,1708,NDLS,0.41
32567,934,PSCD,0.45
32568,580,APA,0.3
32569,255,SHO,0.88
32570,1030,KTF,0.29
32571,1534,GMED,0.02
32572,725,CBM,0.4
32573,1359,AXSM,0.62
32574,43,AAT,0.62
32575,679,CEM,0.03
32576,1720,TSC,0.6
32577,1183,ORG,0.36
32578,326,XRM,0.69
32579,1423,RADA,0.33
32580,876,PXI,0.18
32581,200,TSC,0.33
32582,1808,JMF,0.7
32583,709,ITCI,0.24
32584,122,BV,0.23
32585,220,GCH,0.98
32586,1393,MPO,0.05
32587,985,LMAT,0.46
32588,1725,LBTYK,0.56
32589,313,VTVT,0.09
32590,782,DDD,0.75
32591,64,BAC^I,0.18
32592,188,BAC^D,0.61
32593,292,UZA,0.94
32594,1556,CNX,0.35
32595,1839,CBM,0.71
32596,1308,JMF,0.89
32597,1964,TWNKW,0.37
32598,1031,SNGXW,0.24
32599,329,SRF,0.11
32600,1476,STMP,0.71
32601,1974,GG,0.35
32602,1792,SRUN,1.0
32603,1138,WAT,0.27
32604,557,NLST,0.32
32605,1071,JPM^F,0.14
32606,941,ASML,0.91
32607,1982,KEM,0.86
32608,1257,SNGXW,0.99
32609,486,ICHR,0.84
32610,1179,TLP,0.19
32611,1023,NVDQ,0.2
32612,1752,PMD,0.74
32613,504,THG,0.61
32614,176,LMNR,0.55
32615,1689,KED,0.46
32616,1817,MS^E,0.66
32617,808,BSAC,0.5
32618,682,BAM,0.75
32619,1286,IOSP,0.52
32620,1327,PTGX,0.01
32621,1437,RMP,0.36
32622,1848,LMNR,0.27
32623,417,IRWD,0.09
32624,85,DRD,0.78
32625,1846,EPR,0.08
32626,1624,EBSB,0.14
32627,1218,AOI,0.26
32628,1309,HNNA,0.38
32629,1034,GCH,0.65
32630,94,CFBK,0.63
32631,1354,LORL,0.79
32632,381,CLRB,0.3
32633,1655,AXSM,0.58
32634,1088,MLP,0.09
32635,592,AOI,0.68
32636,390,PBB,0.22
32637,291,FJP,0.15
32638,868,ORG,0.15
32639,477,IOSP,0.76
32640,818,SRG,0.87
32641,12,CTV,0.98
32642,1546,PPL,0.28
32643,785,COST,0.11
32644,1023,EXAS,0.33
32645,1246,RMP,0.88
32646,230,DQ,0.34
32647,1326,NOVN,0.66
32648,583,SCHW^B,0.45
32649,1185,CAMP,0.42
32650,1800,MBOT,0.14
32651,152,JNCE,0.73
32652,153,BIOC,0.89
32653,898,ITUS,0.9
32654,1138,MPO,0.81
32655,1179,CPAAW,0.87
32656,812,DXLG,0.88
32657,390,ESBK,0.85
32658,1018,BSAC,0.08
32659,1237,HCSG,0.76
32660,153,IPCC,0.63
32661,436,SPWH,0.17
32662,1100,DFS,0.65
32663,1438,WLDN,0.31
32664,150,DXJS,0.94
32665,1627,ECA,0.62
32666,740,HLNE,0.17
32667,1433,AAV,0.68
32668,988,MX,0.48
32669,1875,MPLX,0.34
32670,1627,SRET,0.16
32671,1983,WLDN,0.21
32672,1824,CYCCP,0.9
32673,1439,COWN,0.33
32674,977,REXX,0.4
32675,1225,RVEN,0.74
32676,1262,KBWB,0.59
32677,1630,SIX,0.41
32678,753,BR,0.2
32679,1328,HLNE,0.83
32680,1297,VONV,0.77
32681,1790,VTVT,0.01
32682,791,VTVT,0.1
32683,1579,IPCC,0.78
32684,1763,ALR^B,0.52
32685,1853,HGT,0.66
32686,833,ADC,0.34
32687,513,FWP,0.42
32688,1470,SHAK,0.2
32689,498,NADL,0.69
32690,1685,ICB,0.92
32691,88,PGTI,0.41
32692,135,FIV,0.93
32693,1926,NRCIA,0.8
32694,9,KBWY,0.21
32695,474,ICB,0.1
32696,334,CAMP,0.37
32697,1168,PNNT,0.44
32698,172,USB^M,0.72
32699,1839,WTFCM,0.29
32700,1824,CYTX,0.55
32701,206,GIS,0.17
32702,1368,FEX,0.81
32703,525,DTY,0.63
32704,1082,EXC,0.88
32705,1178,APA,0.38
32706,450,SCHW^B,0.37
32707,787,CIR,0.91
32708,286,NICE,0.27
32709,1226,LGND,0.23
32710,574,POWL,0.94
32711,936,BRK.B,0.57
32712,1479,INFO,0.75
32713,293,ALL^D,0.33
32714,63,EVOK,0.45
32715,443,AMMA,0.59
32716,1201,INGR,0.12
32717,830,AIRG,0.68
32718,1512,GOF,0.05
32719,1418,TSM,0.13
32720,1151,PLYAW,0.27
32721,971,AJRD,0.84
32722,1189,STI.WS.A,0.2
32723,835,INSW,0.04
32724,1740,NYT,0.29
32725,352,SRF,0.55
32726,1119,COST,0.1
32727,921,URBN,0.6
32728,417,LMNR,0.88
32729,1767,ENDP,0.93
32730,196,VVI,0.02
32731,1254,ADC,0.43
32732,1484,MCS,0.5
32733,794,RAIL,0.37
32734,503,TWI,0.74
32735,443,DGII,0.73
32736,587,EPR^C,0.88
32737,282,MOBL,0.35
32738,1158,TWX,0.35
32739,1353,SHO,0.65
32740,1582,EROS,0.35
32741,439,NOV,0.31
32742,439,PRTO,0.58
32743,792,SILC,0.08
32744,865,DYNT,0.48
32745,523,NEE^J,0.08
32746,1795,IPHI,0.53
32747,1334,VIIX,0.11
32748,1174,VIGI,0.99
32749,1374,PBIB,0.1
32750,1092,LMNR,0.97
32751,404,DK,0.36
32752,877,EFSC,0.66
32753,1846,CCP,0.12
32754,1387,LCUT,0.11
32755,2000,ITCI,0.23
32756,992,BIOC,0.79
32757,1201,CALM,0.26
32758,1044,CFC^B,0.94
32759,817,GAB,0.4
32760,220,ESPR,0.35
32761,588,PHD,0.22
32762,1015,EMIF,0.01
32763,1610,TSM,0.15
32764,1217,SNGXW,0.42
32765,405,HEP,0.38
32766,857,TNP^E,0.6
32767,1749,VTVT,0.98
32768,1206,AOI,0.43
32769,244,DSXN,0.75
32770,754,CMRE,0.84
32771,554,UTI,0.21
32772,94,RGSE,0.27
32773,1296,ADC,0.3
32774,559,DORM,0.71
32775,105,SRG,0.97
32776,449,ARRY,0.97
32777,1413,MYCC,0.19
32778,1331,CDR,0.31
32779,1466,CL,0.46
32780,1406,ORLY,0.44
32781,1697,BWLD,0.58
32782,1281,NGHCZ,0.36
32783,1956,RFIL,0.05
32784,1900,THG,0.64
32785,1437,MDIV,0.18
32786,1135,EXC,0.24
32787,1421,EV,0.7
32788,1333,OACQ,0.93
32789,177,HCSG,0.2
32790,1329,FCPT,0.67
32791,1968,ALL^D,0.98
32792,845,DHT,0.42
32793,1630,ESBK,0.48
32794,221,DORM,0.78
32795,1441,BCE,0.24
32796,1371,WAC,0.27
32797,1299,CNX,0.22
32798,1009,MIME,0.08
32799,1059,YRCW,0.8
32800,25,APA,0.31
32801,1159,THW,0.73
32802,1587,CSQ,0.25
32803,882,TDW,0.46
32804,1606,FBSS,0.3
32805,491,MCS,0.21
32806,331,UNP,0.94
32807,1068,COST,0.69
32808,166,CEM,0.54
32809,1246,FNY,0.43
32810,1018,CBL^D,0.42
32811,479,ECA,0.86
32812,1668,RMP,0.79
32813,1715,LORL,0.29
32814,161,UBOH,0.75
32815,534,HTA,0.84
32816,105,ENIC,0.73
32817,461,RST,0.3
32818,911,HCSG,0.12
32819,62,AFSI^C,0.76
32820,1726,MPO,0.62
32821,459,IPHI,0.47
32822,613,CYTX,0.99
32823,1032,TWNKW,0.34
32824,488,CYTX,0.55
32825,427,BRK.B,0.87
32826,1319,SHLX,0.17
32827,171,ENIC,0.91
32828,919,USB^M,0.14
32829,910,HCSG,0.62
32830,823,DEA,0.9
32831,1372,DRD,0.28
32832,1082,I,0.53
32833,306,VCEL,0.1
32834,492,CTU,0.7
32835,34,KEM,0.7
32836,1958,MUC,0.61
32837,1837,ALL^D,0.63
32838,1628,BABA,0.54
32839,289,ATTO,0.07
32840,1178,DTY,0.32
32841,388,PCN,0.52
32842,90,FORD,0.47
32843,733,EGBN,0.19
32844,207,KEM,0.31
32845,1262,VCEL,0.8
32846,1176,I,0.41
32847,1519,STI.WS.A,0.07
32848,1998,FIS,0.8
32849,978,WSTG,0.37
32850,729,DGII,0.82
32851,407,EROS,0.49
32852,1869,WTFCM,0.02
32853,1099,HIIQ,0.61
32854,872,FNY,0.48
32855,353,MX,0.19
32856,1054,USB^M,0.7
32857,875,MEDP,0.55
32858,592,LBTYK,0.06
32859,1677,CFC^B,0.57
32860,1916,CLAC,0.69
32861,666,GATX,0.97
32862,859,PPL,0.65
32863,94,IPCC,0.9
32864,1211,RILYL,0.41
32865,1753,CLW,0.07
32866,1059,VMI,0.21
32867,1705,URBN,0.07
32868,526,DEA,0.82
32869,1375,ALL^D,0.25
32870,1759,NUO,0.93
32871,1239,CBL^D,0.95
32872,276,CFBK,0.47
32873,1665,LDRI,0.2
32874,375,STAR^D,0.01
32875,346,AOI,0.82
32876,560,AKO.B,0.58
32877,340,topic_id,0.44
32878,1809,VIIX,0.23
32879,1558,WAT,0.46
32880,258,FNY,0.36
32881,621,SNDX,0.44
32882,1438,RARX,0.77
32883,118,NYMTO,0.64
32884,973,KED,0.89
32885,86,TWX,0.06
32886,1057,PBIB,0.11
32887,1011,RILYL,0.5
32888,133,NOV,0.24
32889,1143,CSQ,0.67
32890,1897,GG,0.82
32891,1888,WLDN,0.57
32892,891,LDRI,0.32
32893,1202,IOSP,0.43
32894,1797,NLY^A,0.53
32895,1964,VALE.P,0.59
32896,1170,POWL,0.36
32897,182,WAT,0.72
32898,12,CYCCP,0.15
32899,1655,HTF,0.34
32900,156,TWI,0.5
32901,1029,QTWO,0.7
32902,647,PRTO,0.79
32903,411,IPCC,0.73
32904,1971,RCII,0.38
32905,1632,PCN,0.4
32906,655,MUC,0.16
32907,1972,HGT,0.18
32908,1455,GPT^A,0.67
32909,975,IMRN,0.46
32910,947,DMPI,0.59
32911,1278,ETFC,0.32
32912,837,CTV,0.99
32913,575,CLAC,0.83
32914,462,CNX,0.39
32915,1134,EGF,0.52
32916,1967,JCI,0.35
32917,1560,CTU,0.62
32918,1787,TI.A,0.21
32919,963,PSTB,0.13
32920,1406,TLP,0.03
32921,1353,AAT,0.38
32922,1350,SPWH,0.59
32923,841,NDLS,0.38
32924,1732,DSXN,0.7
32925,1623,CALM,0.94
32926,1014,TNDM,0.96
32927,411,PSTB,0.45
32928,1571,JHX,0.42
32929,90,FEMS,0.68
32930,577,SPWR,0.36
32931,517,PPL,0.05
32932,1319,FWP,0.69
32933,1608,TBI,0.95
32934,1793,CLNS^D,0.22
32935,310,LCUT,0.9
32936,1995,NHI,0.31
32937,118,NEE^J,0.07
32938,531,JSM,0.5
32939,749,RMAX,0.1
32940,1727,ETW,0.89
32941,935,EV,0.12
32942,1081,MTL,0.89
32943,439,CHRW,0.21
32944,810,CTV,0.75
32945,951,PGTI,0.25
32946,1833,PSC,0.65
32947,64,NOV,0.4
32948,1911,GHY,0.97
32949,1728,ANIP,0.96
32950,728,PCN,0.34
32951,1915,NLST,0.53
32952,1456,RBA,0.95
32953,677,NYMTO,0.98
32954,921,PAVMW,0.63
32955,924,BAC^D,0.37
32956,1036,MKTX,0.54
32957,1341,BGT,0.94
32958,1784,INTC,0.85
32959,196,DRYS,0.91
32960,1755,ENIC,0.39
32961,1807,BUFF,0.85
32962,1143,IFGL,0.7
32963,54,MTG,0.76
32964,1264,CBM,0.91
32965,710,CMRE,0.45
32966,502,JSM,0.26
32967,1018,EXAS,0.6
32968,1692,JNCE,0.83
32969,1540,MUC,0.34
32970,610,JCI,0.74
32971,767,INSW,0.57
32972,1880,LJPC,0.16
32973,1995,DSLV,0.11
32974,25,FBR,0.12
32975,573,AXSM,0.11
32976,595,INFO,0.19
32977,1566,PBB,0.68
32978,1534,KT,0.38
32979,97,INSG,0.54
32980,1411,NLST,0.2
32981,74,AMCN,0.52
32982,436,SILC,0.89
32983,889,WABC,0.52
32984,1012,SMED,0.16
32985,1796,SRCLP,0.13
32986,606,GWRS,0.48
32987,569,EDGE,0.43
32988,850,VIIX,0.27
32989,1949,CBT,0.07
32990,1099,OMCL,0.21
32991,1666,CWAY,0.62
32992,338,BCE,0.85
32993,1143,MEDP,0.74
32994,1492,CCP,0.82
32995,1591,BRK.B,0.58
32996,1885,TWNKW,0.17
32997,1041,SRET,0.08
32998,1910,PRTO,0.5
32999,373,LAZ,0.29
33000,430,DDD,0.34
33001,144,STAF,0.88
33002,65,URBN,0.67
33003,345,PFLT,0.35
33004,587,RST,0.39
33005,334,AFSI^C,0.8
33006,1233,WMGI,0.05
33007,1612,TNP^E,0.69
33008,641,AGN^A,0.93
33009,1326,EDGE,0.14
33010,659,SRET,0.93
33011,1377,WSBC,0.35
33012,1179,STI.WS.A,0.36
33013,1618,FORD,0.71
33014,1732,TISI,0.3
33015,1306,CUK,0.72
33016,1203,RES,0.94
33017,1111,NM^H,0.65
33018,494,AMAG,0.37
33019,1666,MLP,0.84
33020,1566,RARX,0.1
33021,1966,AXSM,0.15
33022,1616,TSC,0.48
33023,333,AAV,0.3
33024,1110,FIV,0.92
33025,1294,BWLD,0.82
33026,1302,SHO,0.34
33027,1296,WAC,0.63
33028,93,FBR,0.2
33029,1277,RST,0.82
33030,1049,FORD,0.48
33031,717,BR,0.08
33032,1942,PSC,0.23
33033,219,VEEV,0.95
33034,1498,TSNU,0.19
33035,758,MIME,0.94
33036,1656,BOOT,0.86
33037,1923,GMED,0.56
33038,1502,ONVO,0.61
33039,1726,BLVDW,0.74
33040,101,SRUN,0.87
33041,519,ABEO,0.24
33042,1679,EQC,0.75
33043,987,EQC,0.75
33044,150,CNX,0.44
33045,999,AIRG,0.55
33046,125,VMI,0.7
33047,958,VECO,0.56
33048,306,TNP^E,0.3
33049,1089,CPAAW,0.72
33050,1940,IDSY,0.78
33051,770,MNST,0.77
33052,660,INTG,0.01
33053,2000,NUM,0.95
33054,35,NUO,0.27
33055,1278,RAIL,0.8
33056,292,NEE,0.52
33057,986,BAC^I,0.4
33058,1170,GLOB,0.88
33059,630,SNLN,0.28
33060,346,RES,0.78
33061,1578,DDR,0.11
33062,436,HGT,0.8
33063,555,BAS,0.7
33064,625,LTXB,0.99
33065,1811,MEDP,0.02
33066,1627,VSTO,0.29
33067,20,CTV,0.92
33068,381,MSLI,0.53
33069,1122,GHY,0.9
33070,690,UBOH,0.87
33071,1952,GMS,0.81
33072,1436,FBR,0.62
33073,1765,CCP,0.03
33074,9,QUAD,0.92
33075,1976,APOPW,0.45
33076,56,NVDQ,0.22
33077,289,MCC,0.39
33078,213,CPAH,0.24
33079,1132,GWRS,0.85
33080,1236,XOXO,0.31
33081,390,AGN^A,0.26
33082,1373,GAB,0.88
33083,529,TLP,0.7
33084,799,THW,0.83
33085,874,GWRS,0.77
33086,1948,IMKTA,0.5
33087,1611,HIVE,0.84
33088,1736,LGND,0.09
33089,1279,NOVN,0.41
33090,203,XENE,0.35
33091,1261,CHK^D,1.0
33092,344,CIR,0.22
33093,315,XRM,0.47
33094,918,LGND,0.38
33095,1913,BRSS,0.8
33096,1295,TTEC,0.38
33097,298,SNLN,0.54
33098,977,DHT,0.51
33099,375,LMNR,0.56
33100,678,EDGE,1.0
33101,1718,IMRN,0.72
33102,497,PSCD,0.56
33103,783,WLB,0.06
33104,1849,PERI,0.88
33105,1455,VMI,0.27
33106,423,HIVE,0.24
33107,720,UZA,0.02
33108,605,UONE,0.24
33109,1822,ONVO,0.2
33110,1617,GIS,0.4
33111,735,KTF,0.22
33112,1588,GCH,0.21
33113,1015,DXLG,0.6
33114,207,TSEM,0.09
33115,152,TSM,0.95
33116,1531,MCC,0.62
33117,1281,PAVMW,0.5
33118,887,CHK^D,0.58
33119,225,RGSE,0.64
33120,1045,CLNS^D,0.62
33121,1715,BCE,0.55
33122,1724,SILC,0.32
33123,1445,FCB,0.81
33124,142,PHI,0.78
33125,1299,HGT,0.5
33126,1010,PLYAW,0.93
33127,1631,RARX,0.32
33128,1685,AMAG,0.96
33129,531,TISI,0.56
33130,785,KEM,0.38
33131,436,IPCC,0.08
33132,768,QTEC,0.93
33133,614,EDGE,0.2
33134,1364,DTY,0.93
33135,150,DQ,0.23
33136,966,ADC,0.92
33137,1434,ICHR,0.38
33138,1176,FCB,0.4
33139,818,AAV,0.58
33140,36,JNCE,0.11
33141,1620,HTF,0.16
33142,976,JMF,0.44
33143,230,IAC,0.94
33144,1382,EBSB,0.62
33145,1027,PFLT,0.33
33146,551,MOMO,0.6
33147,1637,RBA,0.02
33148,353,UBSH,0.47
33149,1802,EPR,0.22
33150,982,WSBC,0.68
33151,1755,ARRY,0.45
33152,514,EGF,0.93
33153,1734,MBOT,0.19
33154,1674,CPAAW,0.08
33155,1014,NBD,0.31
33156,1981,CBL^D,0.59
33157,1777,topic_id,0.29
33158,1418,SNDX,0.78
33159,673,DDD,0.06
33160,1842,NURO,0.71
33161,1972,PNNT,0.84
33162,356,LRAD,0.9
33163,799,JNCE,0.73
33164,483,CDR,0.89
33165,744,HTA,0.53
33166,623,GCH,0.55
33167,1574,EFSC,0.21
33168,208,NLY^A,0.85
33169,1157,IRWD,0.89
33170,306,NRCIA,0.43
33171,164,IPCC,0.25
33172,227,TWX,0.04
33173,1970,BLD,0.89
33174,343,STI.WS.A,0.6
33175,1421,CTV,0.63
33176,462,PBIB,0.2
33177,947,CNX,0.21
33178,769,HLNE,0.63
33179,724,HIVE,0.36
33180,1705,YRCW,0.53
33181,66,CBT,0.06
33182,1539,PRTO,0.56
33183,1607,FIG,0.66
33184,687,GHY,0.83
33185,1049,UTI,0.32
33186,1582,TISI,0.06
33187,1020,TSM,0.71
33188,958,VIIX,0.92
33189,765,SNLN,0.89
33190,1472,BLVDW,0.86
33191,831,MTL,0.77
33192,1524,EMIF,0.78
33193,261,UCTT,0.63
33194,1907,QTEC,0.79
33195,1427,CGO,0.14
33196,287,FTHI,0.17
